,지역,시군구,기관,주소
0,충청남도,태안군,고남면거점센터,충청남도 태안군 안면대로 4254-12 고남면사무소
1,충청남도,태안군,당산1구노인정,충청남도 태안군 이원면 당산리 1구1010-7
2,충청남도,태안군,동문2리노인정,충청남도 태안군 태안읍 동문리 485
3,충청남도,태안군,신동아A노인정,충청남도 태안군 태안읍 삭선리 신동아아파트 노인정
4,충청남도,태안군,이원면거점센터,충청남도 태안군 분지길 14 이원면사무소
5,충청남도,태안군,충청남도청 유류피해극복기념관,충청남도 태안군 소원면 천리포1길 120 유류피해극복기념관
6,충청남도,태안군,태안군노인복지관,충청남도 태안군 후곡로 79 태안군노인복지회관
7,충청남도,태안군,태안군드림스타트,충청남도 태안군 태안읍 백화로 199
8,충청남도,태안군,태안군보건의료원,충청남도 태안군 태안읍 서해로 1952-16 태안군보건의료원
9,충청남도,태안군,태안읍거점센터,충청남도 태안군 경이정1길 58-20 태안읍사무소
0,충청남도,태안군,국립공원태안해안사무소,충청남도 태안군 태안읍 귀실길 9 국립공원태안해안사무소
1,충청남도,태안군,국립해양문화재연구소 태안해양유물전시관,충청남도 태안군 근흥면 신진대교길 94-33 국립태안해양유물전시관
2,충청남도,태안군,근흥면거점센터,충청남도 태안군 근흥로 724
3,충청남도,태안군,백화노인복지관,충청남도 태안군 태안읍 백화로 13
4,충청남도,태안군,원북면거점센터,충청남도 태안군 원북면 상리길 11
5,충청남도,태안군,태안군건강가정지원센터,충청남도 태안군 후곡로 79
6,충청남도,태안군,태안군립도서관,충청남도 태안군 태안읍 백화로 184 태안군립중앙도서관
7,충청남도,태안군,태안군청소년가족성문화센터,충청남도 태안군 태안읍 남문리 7012-10
8,충청남도,태안군,태안군치매안심센터,충청남도 태안군 태안읍 서해로 1952-16 별관2층 치매안심센터
9,충청남도,태안군,태안초등학교,충청남도 태안군 태안읍 백화로 49
0,충청남도,태안군,남문5리공동체,충청남도 태안군 태안읍 군청10길 14 진흥더블파크아파트
1,충청남도,태안군,안면읍거점센터,충청남도 태안군 장터로 149
2,충청남도,태안군,여성복지회관,충청남도 태안군 태안읍 남문리 712-13
3,충청남도,태안군,자녀안삼하고학교보내기운동태안군추진본부,충청남도 태안군 서문3길 1-7 2층
4,충청남도,태안군,태안 사랑의 도서관,충청남도 태안군 소원면 모항리 26-2
5,충청남도,태안군,태안군성폭력상담소,충청남도 태안군 태안읍 동문리 534-2
6,충청남도,태안군,태안군청소년상담복지센터,충청남도 태안군 백화로 199
7,충청남도,태안군,태안모범운전자연합회,충청남도 태안군 태안읍 독샘로 27 번지
8,충청남도,태안군,태안향교,충청남도 태안군 백화1길 5
9,충청남도,태안군,현대요양병원,충청남도 태안군 태안읍 환동로 31 태안현대요양병원
0,충청남도,태안군,(사)꿈이자라는땅,충청남도 태안군 태안읍 대지길 24 (사)꿈이자라는 땅
1,충청남도,태안군,남면거점센터,충청남도 태안군 달산포로 311
2,충청남도,태안군,모범운전자태안지회,충청남도 태안군 태안읍 동문리 1길 38 경원빌딩 3층
3,충청남도,태안군,성은실버요양원,충청남도 태안군 태안읍 남산리 32-4
4,충청남도,태안군,소원면거점센터,충청남도 태안군 소근로 26-12
5,충청남도,태안군,참마음 스스로 해변학교,충청남도 태안군 남면 몽산포길 63-78
6,충청남도,태안군,태안군생활체육회,충청남도 태안군 중앙로 129 성심빌딩 301호
7,충청남도,태안군,태안군해상구조대,충청남도 태안군 서문4길 10 .
8,충청남도,태안군,태안요양병원,충청남도 태안군 태안읍 정주내1길 13 태안요양병원
9,충청남도,태안군,한국자유총연맹태안군지부,충청남도 태안군 태안읍 동문리 331-1
0,충청남도,태안군,농업기술센터,충청남도 태안군 태안읍 송암리 770-2
1,충청남도,태안군,벧엘요양원,충청남도 태안군 소원면 서해로 119-30 벧엘요양원
2,충청남도,태안군,안면고등학교,충청남도 태안군 안면읍 승언리 60-27
3,충청남도,태안군,어울림지역아동센터,충청남도 태안군 대지길 2 .
4,충청남도,태안군,영항지역아동센터,충청남도 태안군 고남면 안면대로 4487
5,충청남도,태안군,천리포수목원,충청남도 태안군 소원면 천리포1길 187
6,충청남도,태안군,태안군청(공공),충청남도 태안군 태안읍 남문리 90
7,충청남도,태안군,태안도서관,충청남도 태안군 태안읍 남문1리 417-2
8,충청남도,태안군,효림요양원,충청남도 태안군 태안읍 군청8길 42-7 효림요양원
9,충청남도,태안군,희망터전,충청남도 태안군 원북면 옥파로 16 1층
0,충청남도,태안군,남면사무소(공공),충청남도 태안군 남면 달산리 1179
1,충청남도,태안군,드림지역아동센터,충청남도 태안군 태안읍 동문리 282-44번지
