,지역,시군구,제목,모집기관,봉사기간
0,전라북도,군산시,오손도손노인복지센터 어르신 활동별 참여 봉사자 모집,오손도손노인복지센터,2019-05-27 ~ 2019-08-27
1,전라북도,군산시,자원봉사 V-korea 이그나이트 전북지역대회 행사보조,전라북도,2019-08-23 ~ 2019-08-23
2,전라북도,군산시,통합어린이집에서 자원봉사할 학생을 모집합니다.,열린터어린이집,2019-07-01 ~ 2019-08-23
3,전라북도,군산시,아름다운가게 군산명산점] 자원활동가를 모집합니다.,아름다운가게 군산명산점,2019-08-26 ~ 2019-10-05
4,전라북도,군산시,[2019 군산시 손편지 축제] 행사 보조 봉사활동자 모집,도시재생지원센터,2019-08-30 ~ 2019-08-31
5,전라북도,군산시,청소,군산꽃동산여자중장기청소년쉼터,2019-07-08 ~ 2019-08-30
6,전라북도,군산시,전라북도자원봉사센터 9월 행정업무 지원,전라북도,2019-09-02 ~ 2019-09-30
7,전라북도,군산시,"초중고 방과후 학습지도,맨토링,예체능 재능기부",신풍숲작은도서관,2019-06-01 ~ 2019-09-01
8,전라북도,군산시,"초중고 방과후 학습지도,맨토링,예체능 재능기부",신풍숲작은도서관,2019-06-03 ~ 2019-09-02
9,전라북도,군산시,함께 하면 힘이됩니다.,(사)한국산재장애인협회군산지회,2019-06-01 ~ 2019-08-31
0,전라북도,군산시,초등학교 학습지도 봉사자 구합니다.,풍성한지역아동센터,2019-07-01 ~ 2019-08-31
1,전라북도,군산시,초등학생 학습지도 봉사자 모집합니다.,풍성한지역아동센터,2019-07-01 ~ 2019-08-31
2,전라북도,군산시,행정보조 업무지원 꼭 전화하고오세요010-2654-8444,문화복지센터,2019-08-05 ~ 2019-08-31
3,전라북도,군산시,행정업무 보조 꼭 전화하고오세요010-2654-8444,문화복지센터,2019-08-09 ~ 2019-08-31
4,전라북도,군산시,문해교육 보조 교사 및 문해디지털교육,우리배움터한글학교,2019-06-03 ~ 2019-08-31
5,전라북도,군산시,제14회 전라북도 과학축전 자원봉사자 모집 공고,전라북도,2019-09-20 ~ 2019-09-22
6,전라북도,군산시,사랑의 밥상 나눔터,사단법인 예사봉사단,2019-06-14 ~ 2019-09-14
7,전라북도,군산시,군산재가노인복지센터에서 어르신들과 함께하실 자원봉사자분을 모집합니다^^,군산재가노인복지센터,2019-06-18 ~ 2019-09-18
8,전라북도,군산시,2019 재난안전네트워크 2기 교육과정 봉사자 모집,군산시자원봉사센터,2019-09-20 ~ 2019-09-20
9,전라북도,군산시,지역아동센터 중학생 학습지도 봉사,풍성한지역아동센터,2019-06-24 ~ 2019-09-24
0,전라북도,군산시,2019 재난안전네트워크 2기 교육과정 봉사자 모집,군산시자원봉사센터,2019-09-28 ~ 2019-09-28
1,전라북도,군산시,"한국해양소년단전북연맹훈련장 환경보호, 정화작업",한국해양소년단전북연맹,2019-06-27 ~ 2019-09-26
2,전라북도,군산시,일제강점기군산역사관에서 자원봉사자를 모집합니다.,일제강점기군산역사관,2019-07-23 ~ 2019-09-29
3,전라북도,군산시,일제강점기군산역사관에서 자원봉사자를 찾습니다.,일제강점기군산역사관,2019-07-23 ~ 2019-09-29
4,전라북도,군산시,요양원 어르신 활동보조 도움,우리요양원,2019-07-01 ~ 2019-09-30
5,전라북도,군산시,노인요양시설 환경정리 및 청소봉사활동,대광노인요양원,2019-07-01 ~ 2019-09-30
6,전라북도,군산시,오손도손노인복지센터 재능기부모집,오손도손노인복지센터,2019-07-02 ~ 2019-09-30
7,전라북도,군산시,자원봉사자를 모집합니다.,(유)좋은이웃,2019-07-09 ~ 2019-09-30
8,전라북도,군산시,정리 및 전산 행정 사무,한국신체장애인복지회군산지부,2019-07-01 ~ 2019-09-30
9,전라북도,군산시,자원봉사활동직원모집,한국신체장애인복지회군산지부,2019-07-01 ~ 2019-09-30
0,전라북도,군산시,어르신 활동보조,소룡복지센터,2019-07-01 ~ 2019-09-30
1,전라북도,군산시,어르신 활동보조,소룡복지센터,2019-07-01 ~ 2019-09-30
2,전라북도,군산시,2019 재난안전네트워크 2기 교육과정 봉사자 모집,군산시자원봉사센터,2019-10-04 ~ 2019-10-04
3,전라북도,군산시,2019 재난안전네트워크 2기 교육과정 봉사자 모집,군산시자원봉사센터,2019-10-11 ~ 2019-10-11
4,전라북도,군산시,2019 재난안전네트워크 2기 교육과정 봉사자 모집,군산시자원봉사센터,2019-10-18 ~ 2019-10-18
5,전라북도,군산시,2019 재난안전네트워크 2기 교육과정 봉사자 모집,군산시자원봉사센터,2019-10-25 ~ 2019-10-25
6,전라북도,군산시,좋은이웃 전주점 봉사자를 받습니다,(유)좋은이웃,2019-08-01 ~ 2019-10-31
7,전라북도,군산시,노인 돌봄,씨앗노인복지센터,2019-08-01 ~ 2019-10-31
8,전라북도,군산시,오손도손노인복지센터 어르신 활동별 참여 봉사자 모집,오손도손노인복지센터,2019-08-05 ~ 2019-11-02
9,전라북도,군산시,군산 유기견보호센터 봉사활동 - 고등학생이상,군산도그랜드유기견보호센터,2019-08-01 ~ 2019-10-31
0,전라북도,군산시,군산시 장애인체육관 프로그램 재능기부 및 보조활동 봉사자 모집,체육진흥과(군산시장애인체육관),2019-08-05 ~ 2019-10-31
1,전라북도,군산시,군산시 장애인체육관 프로그램 재능기부 및 보조활동 봉사자 모집,체육진흥과(군산시장애인체육관),2019-08-05 ~ 2019-10-31
2,전라북도,군산시,군산시니어클럽 참여자 안내,군산시니어클럽,2019-08-01 ~ 2019-10-31
3,전라북도,군산시,세탁및 청소 봉사활동,사)전북척수장애인협회군산시지회,2019-08-01 ~ 2019-10-31
4,전라북도,군산시,오손도손노인복지센터 어르신 활동별 참여 봉사자 모집,오손도손노인복지센터,2019-08-05 ~ 2019-11-05
5,전라북도,군산시,농촌환경정비 및 일손돕기,군산깐치멀농촌교육농장,2019-08-19 ~ 2019-11-18
6,전라북도,군산시,"초중고 방과후 학습지도,맨토링,예체능 재능기부",신풍숲작은도서관,2019-09-02 ~ 2019-12-01
