,지역,시군구,기관,주소
0,경기도,고양시,고양생태공원,경기도 고양시 일산서구 대화로 315 고양생태공원 고양생태교육센터
1,경기도,고양시,고양시청녹지과,경기도 고양시 덕양구 고양시청로 10 고양시청
2,경기도,고양시,고양시청문화유산관광과,경기도 고양시 덕양구 고양시청로 10
3,경기도,고양시,고양시청소과,경기도 고양시 덕양구 고양시청로 10 고양시청 별관 건우빌딩 2층
4,경기도,고양시,고양시청주민자치과,경기도 고양시 덕양구 고양시청로 10 고양시청 주민자치과
5,경기도,고양시,고양시청행정지원과,경기도 고양시 덕양구 고양시청로 10 고양시청
6,경기도,고양시,일산동구청환경녹지과,경기도 고양시 일산동구 중앙로 1256
7,경기도,고양시,일산서구청안전건설과,"경기도 고양시 일산서구 중앙로 1542 일산서구청,안전건설과6층"
8,경기도,고양시,중산동행정복지센터,경기도 고양시 일산동구 중산로 224
9,경기도,고양시,풍산동행정복지센터,경기도 고양시 일산동구 숲속마을1로 36 풍산동주민센터
0,경기도,고양시,고봉동행정복지센터,경기도 고양시 일산동구 성현로 397-18
1,경기도,고양시,고양시공원관리과,경기도 고양시 일산동구  햇살로  56 고양시 푸른도시사업소 공원관리과
2,경기도,고양시,고양시청마이스산업과,경기도 고양시 덕양구 고양시청로 10 고양시청 마이스산업과
3,경기도,고양시,덕양구청,경기 고양시 덕양구 화정동 955번지
4,경기도,고양시,마두2동행정복지센터,경기도 고양시 일산동구 강송로 166 마두2동주민센터
5,경기도,고양시,성사1동행정복지센터,경기 고양시 덕양구 성사동 408-1
6,경기도,고양시,일산서구보건소,경기도 고양시 일산서구 일중로 54
7,경기도,고양시,일산서구청,경기도 고양시 일산서구 중앙로 1542
8,경기도,고양시,일산호수공원,경기도 고양시 일산동구 햇살로 56 고양시공원관리사무소
9,경기도,고양시,화전동행정복지센터,경기도 고양시 덕양구 중앙로 131
0,경기도,고양시,가람초등학교,경기도 고양시 덕양구 행신로311번길 78
1,경기도,고양시,고양경찰서교통조사계,경기도 고양시 덕양구 화중로 12
2,경기도,고양시,고양문화의집,경기 고양시 일산서구 탄현동 산현길 1590
3,경기도,고양시,고양시청,경기 고양시 덕양구 주교동 고양시청 600
4,경기도,고양시,덕양구청시민봉사과,경기도 고양시 덕양구 화중로104번길 13
5,경기도,고양시,덕양구청환경녹지과,경기도 고양시 덕양구 화중로104번길 13
6,경기도,고양시,마두1동행정복지센터,경기 고양시 일산동구 마두동 727
7,경기도,고양시,일산동부경찰서민원실,경기도 고양시 일산동구 중앙로 1338
8,경기도,고양시,주엽2동행정복지센터,경기도 고양시 일산서구 주엽로 178
9,경기도,고양시,행신2동행정복지센터,경기도 고양시 덕양구 충경로 30
0,경기도,고양시,고양경찰서정보보안과외사계,경기도 고양시 덕양구 화중로 12 고양경찰서 본관3층 외사계 사무실
1,경기도,고양시,고양경찰서행신3파출소,경기도 고양시 덕양구 중앙로558번길 90 행신3파출소
2,경기도,고양시,고양본동우체국,경기도 고양시 덕양구 벽제관로 24 고양본동우체국
3,경기도,고양시,고양시청생태하천과,경기도 고양시 덕양구 고양시청로 3 302호
4,경기도,고양시,고양시체육회,경기도 고양시 일산서구  중앙로 1601 고양시종합운동장 고양시체육회
5,경기도,고양시,관산동종합복지회관,경기도 고양시 덕양구  통일로742번길 28 관산동종합복지회관 1층 사무실
6,경기도,고양시,덕이초등학교,경기도 고양시 일산서구 덕이로 104 덕이초등학교
7,경기도,고양시,사단법인디엠지국제다큐영화제,경기도 고양시 일산동구 중앙로 1036 고양종합터미널 4층
8,경기도,고양시,성석초등학교,경기도 고양시 일산동구 문봉길 110
9,경기도,고양시,일산동구보건소치매안심센터,경기도 고양시 일산동구 중앙로 1228 1층
0,경기도,고양시,고양가좌고등학교,경기도 고양시 일산서구 가좌1로 43 가좌고등학교
1,경기도,고양시,고양시립신원도서관,경기도 고양시 덕양구 신원2로 24
2,경기도,고양시,고양시자치공동체지원센터,경기도 고양시 일산동구 중앙로 1228 KT 빌딩 9층
3,경기도,고양시,고양일산우체국,경기도 고양시 일산동구 중앙로 1293 고양일산우체국
4,경기도,고양시,고양지식정보산업진흥원,경기도 고양시 덕양구 고양대로 1393 고양지식정보산업진흥원
5,경기도,고양시,능곡초등학교,경기도 고양시 덕양구  토당로67번길 66 능곡초등학교
6,경기도,고양시,서울시설공단 서울시립승화원,경기도 고양시 덕양구  통일로 504 서울시장묘사업소 운영팀
7,경기도,고양시,양일초등학교,경기도 고양시 일산동구 위시티로 151 양일초등학교
8,경기도,고양시,일산서부경찰서,경기도 고양시 일산서구 중앙로 1640 일산서부경찰서
9,경기도,고양시,토당청소년수련관,경기도 고양시 덕양구  중앙로633번길 25 토당동 지도공원내 토당청소년수련관
0,경기도,고양시,경기도교육청가정형Wee센터(고양남),경기도 고양시 일산동구 문봉길62번길 79 가동
1,경기도,고양시,경기콘텐츠진흥원,경기도 부천시 원미구  부천로198번길 18 춘의테크노파크II 춘의테크노파크 2차 202동 902호
2,경기도,고양시,고양시대화노인종합복지관,경기도 고양시 일산서구 일산로 778 고양시대화노인종합복지관
3,경기도,고양시,고양시자원봉사센터,경기도 고양시 일산서구 중앙로 1601 고양종합운동장 내
4,경기도,고양시,고양시장애인체육회,경기도 고양시 일산서구 중앙로 1601 고양시종합운동장
5,경기도,고양시,고양시정신건강복지센터,경기도 고양시 덕양구 고양시청로 13-6 현대빌딩 2층
6,경기도,고양시,의정부지방검찰청고양지청,경기도 고양시 일산동구 장백로 213
7,경기도,고양시,한국도박문제관리센터경기북부센터,경기도 고양시 일산서구 일산로 684 4층
8,경기도,고양시,한국장애인고용공단,경기도 고양시 일산서구 탄현로 155
9,경기도,고양시,한국철도공사수도권철도차량정비단,경기도 고양시 덕양구 행신동
0,경기도,고양시,고양시건강가정지원센터,경기도 고양시 덕양구 성사동 369-2 고양시건강가정지원센터
1,경기도,고양시,고양시드림스타트센터,경기도 고양시 덕양구 성사동 369-2  1층
2,경기도,고양시,고양시립주엽어린이도서관,경기도 고양시 일산서구 주엽로 104 주엽어린이도서관
3,경기도,고양시,고양시아동청소년정신건강복지센터,경기도 고양시 일산동구 중앙로 1228 일산동구보건소 2층
4,경기도,고양시,고양어린이박물관,경기도 고양시 덕양구  화중로 26 고양어린이박물관
5,경기도,고양시,대송중학교,경기도 고양시 일산서구 송포로 49
6,경기도,고양시,대한법률구조공단고양출장소,경기도 고양시 일산동구 장항동 891-4 보림빌딩 2층
7,경기도,고양시,신능중학교,경기도 고양시 덕양구 충장로 78 (행신동) 신능중학교
8,경기도,고양시,일산동부경찰서외사계,경기도 고양시 일산동구 중앙로 1338 일산동부경찰서 3층 외사계
9,경기도,고양시,한국철도공사대곡역,경기도 고양시 덕양구 대주로107번길 71-81 (대곡역)
0,경기도,고양시,고양경찰서,경기도 고양시 덕양구 화중로 12 고양경찰서 (화정동 1008번지)
1,경기도,고양시,고양시덕양구보건소,경기 고양시 덕양구 주교동 603번지 고양시 덕양구보건소
2,경기도,고양시,고양시문촌7종합사회복지관,경기도 고양시 일산서구 킨텍스로 340
3,경기도,고양시,고양시일산동구보건소,경기도 고양시 일산동구 마두동 1010번지
4,경기도,고양시,고양작은도서관,경기도 고양시 덕양구 혜음로 19-11 1층 고양 작은도서관
5,경기도,고양시,의정부지방법원고양지원,경기 고양시 일산동구 장항동 885-1
6,경기도,고양시,주교동행정복지센터,경기도 고양시 덕양구 고양대로1315번길 71
