,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,부산광역시 동구,35.1400719,129.0484982, 중학년 역사 수업 가능한 자원봉사자 구합니다,우리들의집지역아동센터,대한민국 부산광역시 동구 범일4동 1436-7,2019-08-22 2019-11-30
1,부산광역시 동구,35.1323079,129.0488463, 도시락 배달 자원봉사자 모집,봉생사회복지회,대한민국 부산광역시 동구 좌천동 820-3 2층,2019-08-05 2020-08-05
2,부산광역시 동구,35.1309092,129.0404283, 행복한장애인주간보호센터 프로그램 보조,행복한장애인주간보호센터,대한민국 부산광역시 동구 수정동 망양로 748,2019-07-24 2019-12-31
3,부산광역시 동구,,, 사하사랑채노인복지관 행복찻집 바리스타 자원봉사자 모집,사하사랑채노인복지관,,2019-07-23 2019-12-31
4,부산광역시 동구,35.1233466,129.0414926, 아동 학습 지도 및 시설 정리 정돈 업무,유앤미지역아동센터,대한민국 부산광역시 동구 수정동 초량중로 133,2019-01-01 2019-12-31
5,부산광역시 동구,35.1354205,129.0546725, (마감) 일신기독병원 찬양봉사단 모집,(재)한호기독교선교회 일신기독병원,대한민국 부산광역시 동구 좌천동 정공단로 27,2019-07-16 2019-12-31
6,부산광역시 동구,35.125116,129.0447848, 멘토링활동,부산동구다문화가족지원센터,대한민국 부산광역시 동구 초량동 중앙대로 248 엘림빌딩 3층,2019-07-20 2019-12-28
7,부산광역시 동구,35.1400719,129.0484982, 고등학교학년 과학 수업 가능한 자원봉사자 구합니다,우리들의집지역아동센터,대한민국 부산광역시 동구 범일4동 1436-7,2019-07-05 2019-12-31
8,부산광역시 동구,35.131003,129.050142,  김원묵기념 봉생병원 자원봉사단 기 모집 안내 ,의료법인정화의료재단김원묵기념봉생병원,대한민국 부산광역시 동구 수정동 중앙대로 401,2019-07-01 2019-10-31
9,부산광역시 동구,35.1356429,129.0647549, 자성대노인복지센터 전화상담 봉사자 모집,자성대노인복지센터,대한민국 부산광역시 동구 범일동 자성로140번길 32,2019-06-04 2019-12-31
10,부산광역시 동구,35.1356423,129.0648545, 어르신과 함께하는 청년문제 토론프로젝트(매주 목오후시시),자성대노인복지관,대한민국 부산광역시 동구 범일동 자성로140번길 32,2019-06-10 2019-11-30
11,부산광역시 동구,35.1356423,129.0648545, 이미용 봉사자모집(파마봉사 월회 매달 첫째주 화 오전시시,자성대노인복지관,대한민국 부산광역시 동구 범일동 자성로140번길 32,2019-05-17 2019-12-31
12,부산광역시 동구,35.1356423,129.0648545, 이미용 자원봉사자모집(여자컷트 매주 금 오전시시),자성대노인복지관,대한민국 부산광역시 동구 범일동 자성로140번길 32,2019-05-17 2019-12-31
13,부산광역시 동구,,, 발달장애인 요가 및 뉴스포츠 교실,부산광역시지적발달장애인복지협회,,2019-05-02 2019-11-27
14,부산광역시 동구,,, 발달장애인 한글교실,부산광역시지적발달장애인복지협회,,2019-05-02 2019-11-29
0,부산광역시 동구,,, 발달장애인 자조모임,부산광역시지적발달장애인복지협회,,2019-05-02 2019-11-30
1,부산광역시 동구,,, 발달장애인 댄스교실,부산광역시지적발달장애인복지협회,,2019-05-02 2019-11-28
2,부산광역시 동구,,, 발달장애인 합창단 프로그램 연습 지원 자원봉사 모집,부산광역시지적발달장애인복지협회,,2019-05-02 2019-12-31
3,부산광역시 동구,35.14564130000001,129.0424511, 학습멘토 모집,동구종합사회복지관,대한민국 부산광역시 동구 범일4동 1542-1,2019-03-18 2019-09-30
4,부산광역시 동구,35.1354205,129.0546725, 일신기독병원(좌천) 자원봉사자 모집,(재)한호기독교선교회 일신기독병원,대한민국 부산광역시 동구 좌천동 정공단로 27,2019-01-12 2019-12-31
