,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,경기도 평택시,,, 아름다운가게 평택안중점 자원활동가 모집(수 금 오후  목 금 오전),재단법인 아름다운가게,,2019-08-22 2019-09-27
1,경기도 평택시,36.9987893,127.1019816, (평택남부노인복지관) 이미용 커트 서비스 재능봉사자 모집,평택남부노인복지관,"대한민국 경기도 평택시 평택5로 220, 남부복지타운 109호 남부아이맘",2019-08-20 2019-08-31
2,경기도 평택시,36.9987893,127.1019816, (평택남부노인복지관) 블로그봉사단 도움봉사자 모집 ,평택남부노인복지관,"대한민국 경기도 평택시 평택5로 220, 남부복지타운 109호 남부아이맘",2019-07-26 2019-12-31
3,경기도 평택시,36.9891368,127.1047879, 미용 자격증,꿈꾸는숲 지역아동센터,대한민국 경기도 평택시 신평동 조개터로26번길 49-13 2층,2019-04-09 2019-12-31
4,경기도 평택시,37.0079695,127.2796786, 이미용 봉사자 모집합니다 (정기),의료법인 백성의료재단 안중백병원,대한민국 경기도 안성시,2019-04-05 2020-04-30
5,경기도 평택시,36.9891368,127.1047879, 컴퓨터 자격증,꿈꾸는숲 지역아동센터,대한민국 경기도 평택시 신평동 조개터로26번길 49-13 2층,2019-04-02 2019-12-31
6,경기도 평택시,36.9891368,127.1047879, 중학교 학년을 지도해주실 선생님을 찾습니다 ,꿈꾸는숲 지역아동센터,대한민국 경기도 평택시 신평동 조개터로26번길 49-13 2층,2019-04-02 2019-12-31
7,경기도 평택시,37.0042305,127.0786251, 미술활동프로그램,은화케어센터,대한민국 경기도 평택시 세교동 185-38,2019-04-01 2020-04-01
8,경기도 평택시,37.0660989,127.0660601, 재가 어르신 밑반찬 배달 자원봉사자 모집,평택북부노인복지관,대한민국 경기도 평택시 서정동 산12,2019-03-12 2019-12-30
9,경기도 평택시,37.06952709999999,127.0504445, 교육봉사 선생님 모집,제자지역아동센터,대한민국 경기도 평택시 서정동 복창로 15-16 3층,2019-07-22 2019-08-31
10,경기도 평택시,36.9891368,127.1047879, 고등학교 학습 선생님,꿈꾸는숲 지역아동센터,대한민국 경기도 평택시 신평동 조개터로26번길 49-13 2층,2019-05-02 2019-12-31
11,경기도 평택시,36.9891368,127.1047879, 학습 선생님을 구합니다,꿈꾸는숲 지역아동센터,대한민국 경기도 평택시 신평동 조개터로26번길 49-13 2층,2018-12-01 2019-12-31
12,경기도 평택시,36.9891368,127.1047879, 예체능 교육 봉사,꿈꾸는숲 지역아동센터,대한민국 경기도 평택시 신평동 조개터로26번길 49-13 2층,2018-12-01 2019-12-31
13,경기도 평택시,36.9785969,127.0638655, 장애인도우미견과 함께 하는 사회만들기 ,한국장애인도우미견협회,대한민국 경기도 평택시 팽성읍 두리 115-14,2018-10-31 2019-12-31
14,경기도 평택시,36.9890252,127.0060532, 프로그램봉사자를 찾습니다  (웃음치료 레크리에이션 미술치료 실버체조 등 ),사랑요양원,대한민국 경기도 평택시 오성면 당거리 11-3,2018-08-25 2019-12-31
0,경기도 평택시,36.9890252,127.0060532, 노인요양시설 자원봉사자 모집,사랑요양원,대한민국 경기도 평택시 오성면 당거리 11-3,2018-08-23 2019-12-31
