,지역,시군구,제목,모집기관,봉사기간
0,서울특별시,도봉구,2019년 여름방학 청소년 아카데미-쌍문3동 동네 청소,쌍문3동주민센터,2019-08-05 ~ 2019-08-21
1,서울특별시,도봉구,2019년 2학기『대학생 멘토링』,도봉구청교육지원과,2019-09-11 ~ 2019-12-11
2,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-20 ~ 2019-08-20
3,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-21 ~ 2019-08-21
4,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-22 ~ 2019-08-22
5,서울특별시,도봉구,8.22 난지캠핑 활동 자원봉사자 모집,함께가자장애인자립생활센터,2019-08-22 ~ 2019-08-22
6,서울특별시,도봉구,"8월 22일,[사진 촬영 또는 동영상 촬영] 봉사자 모집",함께가자장애인자립생활센터,2019-08-22 ~ 2019-08-22
7,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-23 ~ 2019-08-23
8,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-23 ~ 2019-08-23
9,서울특별시,도봉구,장애인콜택시 중증장애인 이동지원,서울시설공단 장애인콜택시운영처,2019-08-26 ~ 2019-09-01
0,서울특별시,도봉구,[창4동 어린이집] 장애통합 유아 활동보조,창4동어린이집,2019-06-17 ~ 2019-08-23
1,서울특별시,도봉구,2019년 서울형 유급병가지원 알리기 봉사자를 모집합니다.,서울특별시,2019-09-02 ~ 2019-09-06
2,서울특별시,도봉구,레크레이션 프로그램 활동 보조,동그라미요양센터,2019-06-04 ~ 2019-08-27
3,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-27 ~ 2019-08-27
4,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-27 ~ 2019-08-27
5,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-28 ~ 2019-08-28
6,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-28 ~ 2019-08-28
7,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-29 ~ 2019-08-29
8,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-08-29 ~ 2019-08-29
9,서울특별시,도봉구,뮤지엄동 관람객 안내 및 도서관 서가정리,둘리뮤지엄,2019-08-01 ~ 2019-08-31
0,서울특별시,도봉구,창동역 8월희망장터 벼룩시장 판매활동,도봉구자원봉사센터,2019-08-31 ~ 2019-08-31
1,서울특별시,도봉구,뇌병변장애 주간보호 프로그램 운영 지원,지앤지 주간보호센터,2019-08-05 ~ 2019-08-30
2,서울특별시,도봉구,아름다운가게 자원활동가 모집,아름다운가게(방학점),2019-07-01 ~ 2019-09-30
3,서울특별시,도봉구,요양원 내 어르신 식사보조 및 환경미화 보조,실버빌노인요양원,2019-06-01 ~ 2019-08-31
4,서울특별시,도봉구,무료 급식 지원 봉사자 모집,도봉구자원봉사센터,2019-07-01 ~ 2019-08-31
5,서울특별시,도봉구,요양원 자원봉사 미성년자는 안됩니다.,희망요양원,2019-06-03 ~ 2019-09-01
6,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-02 ~ 2019-09-02
7,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-02 ~ 2019-09-02
8,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-03 ~ 2019-09-03
9,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-04 ~ 2019-09-04
0,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-04 ~ 2019-09-04
1,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-05 ~ 2019-09-05
2,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-06 ~ 2019-09-06
3,서울특별시,도봉구,『제2회 도봉복지박람회』 자원봉사자 모집,도봉구자원봉사센터,2019-09-06 ~ 2019-09-06
4,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-09 ~ 2019-09-09
5,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-09 ~ 2019-09-09
6,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-10 ~ 2019-09-10
7,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-11 ~ 2019-09-11
8,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-11 ~ 2019-09-11
9,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-16 ~ 2019-09-16
0,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-16 ~ 2019-09-16
1,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-17 ~ 2019-09-17
2,서울특별시,도봉구,요양원 어르신 미용봉사,실버빌노인요양원,2019-07-01 ~ 2019-09-30
3,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-18 ~ 2019-09-18
4,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-18 ~ 2019-09-18
5,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-19 ~ 2019-09-19
6,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-19 ~ 2019-09-19
7,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-20 ~ 2019-09-20
8,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-20 ~ 2019-09-20
9,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-23 ~ 2019-09-23
0,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-23 ~ 2019-09-23
1,서울특별시,도봉구,성인 발달장애인 요가활동,주간보호시설 인강원,2019-08-06 ~ 2019-09-24
2,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-24 ~ 2019-09-24
3,서울특별시,도봉구,동화구연 프로그램 활동 보조,동그라미요양센터,2019-07-03 ~ 2019-09-25
4,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-25 ~ 2019-09-25
5,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-25 ~ 2019-09-25
6,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-26 ~ 2019-09-26
7,서울특별시,도봉구,아트테라피 프로그램 활동보조,동그라미요양센터,2019-07-05 ~ 2019-09-27
8,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-27 ~ 2019-09-27
9,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-30 ~ 2019-09-30
0,서울특별시,도봉구,심폐소생술 교육 및 외부 홍보 캠페인,도봉구보건소의약과,2019-09-30 ~ 2019-09-30
1,서울특별시,도봉구,도봉도서관 반납도서 서가배열 및 정리,도봉도서관,2019-07-01 ~ 2019-09-30
2,서울특별시,도봉구,요양원 내 식사수발보조 및 청소,강북재활요양원,2019-07-01 ~ 2019-09-30
3,서울특별시,도봉구,지적장애인 작업활동 지원,도봉장애인보호작업시설,2019-07-01 ~ 2019-09-30
4,서울특별시,도봉구,미술교육 지도,도봉장애인보호작업시설,2019-07-01 ~ 2019-09-30
5,서울특별시,도봉구,시각장애인 점자교육,함께가자장애인자립생활센터,2019-07-01 ~ 2019-09-30
6,서울특별시,도봉구,장애인 활동보조 자원봉사,그린도봉주간보호센터,2019-07-01 ~ 2019-09-30
7,서울특별시,도봉구,[창4동 어린이집] 장애통합 유아 활동보조 지원해주세요~,창4동어린이집,2019-07-15 ~ 2019-09-30
8,서울특별시,도봉구,효심을 배우기 위한 어르신 활동지원 도움,선한노인전문요양원,2019-07-16 ~ 2019-09-30
9,서울특별시,도봉구,"마을가족카페 너른마루 운영지원, 행사지원, 업무보조 역할",도봉시민회,2019-07-01 ~ 2019-09-30
0,서울특별시,도봉구,성인 발달장애인의 사회적응훈련 보조,주간보호시설 인강원,2019-08-07 ~ 2019-10-30
1,서울특별시,도봉구,노래교실 프로그램 활동 보조,동그라미요양센터,2019-08-05 ~ 2019-10-28
2,서울특별시,도봉구,치매어르신들을 위한 활동보조 및 미용봉사,강북요양원,2019-08-01 ~ 2019-10-31
3,서울특별시,도봉구,"굿윌스토어 밀알도봉점 기증상품분류및 매장정리, 봉투접기",굿윌스토어도봉점,2019-08-18 ~ 2019-10-31
4,서울특별시,도봉구,굿윌스토어 밀알도봉점 자원봉사모집,굿윌스토어도봉점,2019-09-01 ~ 2019-10-31
5,서울특별시,도봉구,"요양원 내 어르신 점심, 저녁 식사보조",실버빌노인요양원,2019-08-19 ~ 2019-11-18
6,서울특별시,도봉구,제1기 도봉장애인지원센터 ‘어깨동무’봉사단 모집,도봉장애인가족지원센터,2019-08-19 ~ 2019-11-19
